Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeNumber,Gender,HourlyRate,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
43,No,Travel_Frequently,775,Sales,15,3,Life Sciences,754,Male,47,2,Sales Executive,4,Married,23683,3,No,18,3,7,5,3,2,2,2,2
23,No,Travel_Rarely,310,Research & Development,10,1,Medical,784,Male,79,1,Research Scientist,3,Single,19630,1,No,18,3,2,3,3,2,2,0,2
52,No,Non-Travel,715,Research & Development,19,4,Medical,791,Male,41,1,Research Scientist,4,Married,26589,0,No,18,3,5,3,3,4,3,1,2
49,Yes,Travel_Rarely,1184,Sales,11,3,Marketing,840,Female,43,3,Sales Executive,4,Married,5860,1,No,18,3,9,3,4,9,8,7,7
53,No,Travel_Rarely,661,Sales,7,2,Marketing,862,Female,78,3,Sales Executive,4,Married,20715,7,Yes,18,3,35,3,3,5,2,0,4
25,No,Travel_Rarely,141,Sales,3,1,Other,879,Male,98,2,Sales Executive,1,Married,14363,1,Yes,18,3,5,3,3,5,3,0,3
53,No,Travel_Rarely,102,Research & Development,23,4,Life Sciences,901,Female,72,4,Research Director,4,Single,20206,6,No,18,3,33,0,3,12,9,3,8
47,No,Travel_Rarely,1454,Sales,2,4,Life Sciences,925,Female,65,1,Sales Representative,4,Single,13137,1,Yes,18,3,3,3,2,3,2,1,2
28,No,Travel_Rarely,995,Research & Development,9,3,Medical,930,Female,77,1,Research Scientist,3,Divorced,9834,5,No,18,3,6,2,3,2,2,2,2
36,No,Travel_Rarely,188,Research & Development,7,4,Other,949,Male,65,1,Research Scientist,4,Single,23293,2,No,18,3,8,6,3,6,2,0,1
25,Yes,Travel_Rarely,867,Sales,19,2,Marketing,952,Male,36,1,Sales Representative,2,Married,18798,1,Yes,18,3,1,2,3,1,0,0,0
39,No,Travel_Rarely,903,Sales,2,5,Life Sciences,985,Male,41,3,Sales Executive,3,Single,2560,0,No,18,3,9,3,3,8,7,0,7
33,No,Travel_Rarely,461,Research & Development,13,1,Life Sciences,995,Female,53,1,Research Scientist,4,Single,17241,3,No,18,3,5,4,3,3,2,0,2
50,No,Travel_Rarely,939,Research & Development,24,3,Life Sciences,1005,Male,95,4,Manufacturing Director,3,Married,4161,3,Yes,18,3,22,2,3,12,11,1,5
27,No,Travel_Rarely,1055,Research & Development,2,4,Life Sciences,1027,Female,47,2,Manufacturing Director,4,Married,4658,0,No,18,3,4,2,3,3,2,2,2
50,No,Travel_Rarely,804,Research & Development,9,3,Life Sciences,1030,Male,64,1,Laboratory Technician,4,Married,20165,4,No,18,3,8,5,3,1,0,0,0
26,Yes,Non-Travel,265,Sales,29,2,Medical,1037,Male,79,2,Sales Executive,1,Single,21813,8,No,18,3,7,6,3,2,2,2,2
44,No,Travel_Rarely,1448,Sales,28,3,Medical,1039,Female,53,4,Sales Executive,4,Married,11737,3,Yes,18,3,23,2,3,12,11,11,11
38,No,Travel_Rarely,330,Research & Development,17,1,Life Sciences,1088,Female,65,3,Healthcare Representative,3,Married,24608,0,No,18,3,20,4,2,19,9,1,9
55,No,Travel_Frequently,1091,Research & Development,2,1,Life Sciences,1096,Male,65,3,Manufacturing Director,2,Married,15813,3,No,18,3,23,4,3,3,2,1,2
30,No,Travel_Rarely,852,Sales,10,3,Marketing,1179,Male,72,2,Sales Executive,3,Married,2706,1,No,18,3,10,3,3,10,3,1,4
35,No,Travel_Rarely,819,Research & Development,2,3,Life Sciences,1182,Male,44,3,Manufacturing Director,2,Divorced,19588,2,No,18,3,15,2,4,7,7,6,4
53,No,Travel_Rarely,1223,Research & Development,7,2,Medical,1201,Female,50,5,Manager,3,Divorced,18640,3,No,18,3,26,6,3,7,7,4,7
29,No,Travel_Rarely,942,Research & Development,15,1,Life Sciences,1202,Female,69,1,Research Scientist,4,Married,26933,0,Yes,18,3,6,2,2,5,4,1,3
60,No,Travel_Rarely,696,Sales,7,4,Marketing,1233,Male,52,2,Sales Executive,4,Divorced,10893,0,Yes,18,3,12,3,3,11,7,1,9
30,No,Non-Travel,879,Research & Development,9,2,Medical,1298,Female,72,2,Manufacturing Director,3,Single,12858,7,Yes,18,3,10,3,3,8,4,1,7
25,No,Travel_Rarely,266,Research & Development,1,3,Medical,1303,Female,40,1,Research Scientist,2,Single,18830,1,No,18,3,2,3,2,2,2,2,1
32,Yes,Travel_Rarely,1089,Research & Development,7,2,Life Sciences,1309,Male,79,2,Laboratory Technician,3,Married,22845,1,No,18,3,10,3,3,10,4,1,1
35,Yes,Travel_Frequently,662,Sales,18,4,Marketing,1380,Female,67,2,Sales Executive,3,Married,23288,0,Yes,18,3,5,0,2,4,2,3,2
37,No,Travel_Rarely,1462,Research & Development,11,3,Medical,1411,Female,94,1,Laboratory Technician,3,Single,19106,4,No,18,3,8,6,3,3,2,0,2
31,No,Travel_Rarely,326,Sales,8,2,Life Sciences,1453,Male,31,3,Sales Executive,4,Divorced,8386,1,No,18,3,13,5,3,13,7,9,9
45,No,Travel_Rarely,1038,Research & Development,20,3,Medical,1460,Male,95,3,Healthcare Representative,1,Divorced,19863,2,Yes,18,3,24,2,3,7,7,0,7
31,No,Travel_Rarely,1398,Human Resources,8,2,Medical,1461,Female,96,1,Human Resources,2,Single,24609,9,No,18,3,8,3,3,3,2,0,2
45,No,Travel_Rarely,1448,Research & Development,29,3,Technical Degree,1465,Male,55,3,Manufacturing Director,4,Married,14720,4,Yes,18,3,10,4,4,3,1,1,2
28,No,Travel_Rarely,866,Sales,5,3,Medical,1469,Male,84,2,Sales Executive,1,Single,23490,0,No,18,3,6,4,3,5,4,1,3
34,No,Travel_Rarely,1326,Sales,3,3,Other,1478,Male,81,2,Sales Executive,1,Single,15891,3,No,18,3,15,2,3,13,9,3,12
44,No,Travel_Frequently,1193,Research & Development,2,1,Medical,1496,Male,86,3,Manufacturing Director,3,Single,19719,5,Yes,18,3,16,2,2,2,2,2,2
39,No,Travel_Rarely,1089,Research & Development,6,3,Life Sciences,1525,Female,32,3,Manufacturing Director,2,Single,9150,4,No,18,3,9,3,3,2,0,2,2
18,Yes,Travel_Frequently,544,Sales,3,2,Medical,1624,Female,70,1,Sales Representative,4,Single,18420,1,Yes,12,3,0,2,4,0,0,0,0
40,No,Non-Travel,1142,Research & Development,8,2,Life Sciences,1552,Male,72,2,Healthcare Representative,4,Divorced,8841,3,Yes,18,3,8,2,3,2,2,2,2
29,No,Travel_Rarely,598,Research & Development,9,3,Life Sciences,1558,Male,91,1,Research Scientist,3,Married,22376,6,No,18,3,5,2,2,1,0,0,0
29,No,Travel_Rarely,1370,Research & Development,3,1,Medical,1586,Male,87,1,Laboratory Technician,1,Single,16213,1,Yes,18,3,10,3,3,10,9,1,5
35,No,Travel_Rarely,1349,Research & Development,7,2,Life Sciences,1601,Male,63,1,Laboratory Technician,4,Married,7713,1,No,18,3,1,5,2,1,0,0,1
21,No,Travel_Rarely,546,Research & Development,5,1,Medical,1623,Male,97,1,Research Scientist,4,Single,26009,1,No,18,3,3,2,3,2,2,2,2
44,No,Travel_Rarely,528,Human Resources,1,3,Life Sciences,1683,Female,44,1,Human Resources,4,Divorced,4167,4,Yes,18,3,8,2,3,2,2,2,2
33,No,Travel_Rarely,267,Research & Development,21,3,Medical,1698,Male,79,1,Laboratory Technician,2,Married,13637,1,No,18,3,14,6,3,14,11,2,13
35,Yes,Travel_Rarely,303,Sales,27,3,Life Sciences,1797,Male,84,2,Sales Executive,4,Single,13492,1,Yes,18,3,10,2,3,10,7,7,7
39,No,Travel_Frequently,766,Sales,20,3,Life Sciences,1812,Male,83,2,Sales Executive,4,Divorced,19188,2,No,18,3,7,6,3,2,1,2,2
26,No,Travel_Frequently,1096,Research & Development,6,3,Other,1918,Male,61,1,Laboratory Technician,4,Married,7102,0,No,18,3,8,3,3,7,7,7,7
47,No,Non-Travel,1169,Research & Development,14,4,Technical Degree,1934,Male,64,2,Research Scientist,2,Married,2125,8,No,18,3,16,4,4,8,7,1,7
34,No,Travel_Rarely,1239,Sales,13,4,Medical,1951,Male,39,3,Sales Executive,3,Divorced,22914,1,No,18,3,9,2,2,8,7,1,1
32,No,Non-Travel,1146,Research & Development,15,4,Medical,1955,Female,34,2,Healthcare Representative,4,Divorced,16542,5,No,18,3,9,6,3,5,1,1,2
55,No,Travel_Rarely,189,Human Resources,26,4,Human Resources,1973,Male,71,5,Manager,2,Married,25811,4,Yes,18,3,35,0,3,10,9,1,4
47,No,Non-Travel,1162,Research & Development,1,1,Medical,2000,Female,98,3,Research Director,2,Married,17231,0,No,18,3,14,3,1,13,8,5,12
26,No,Travel_Rarely,1167,Sales,5,3,Other,2060,Female,30,1,Sales Representative,3,Single,21378,0,No,18,3,5,2,3,4,2,0,0
33,No,Travel_Frequently,1141,Sales,1,3,Life Sciences,52,Female,42,2,Sales Executive,1,Married,3193,2,No,19,3,10,3,3,5,3,1,3
35,No,Travel_Rarely,1229,Research & Development,8,1,Life Sciences,63,Male,36,1,Laboratory Technician,4,Married,4892,1,No,19,3,1,2,3,1,0,0,1
26,No,Travel_Rarely,1443,Sales,23,3,Marketing,72,Female,47,2,Sales Executive,4,Married,21436,7,Yes,19,3,5,2,2,2,2,0,0
30,No,Travel_Rarely,288,Research & Development,2,3,Life Sciences,117,Male,99,2,Healthcare Representative,4,Married,15830,1,No,19,3,11,3,3,11,10,10,8
50,No,Travel_Frequently,1115,Research & Development,1,3,Life Sciences,141,Female,73,5,Research Director,2,Married,9755,3,Yes,19,3,28,1,2,8,3,0,7
26,No,Travel_Rarely,841,Research & Development,6,3,Other,164,Female,46,1,Research Scientist,2,Married,23300,1,No,19,3,5,3,2,5,4,4,3
30,No,Travel_Rarely,1240,Human Resources,9,3,Human Resources,184,Male,48,2,Human Resources,4,Married,13982,0,Yes,19,3,12,2,1,11,9,4,7
27,No,Travel_Frequently,472,Research & Development,1,1,Technical Degree,274,Male,60,2,Manufacturing Director,1,Married,9679,5,No,19,3,6,1,3,2,2,2,0
38,Yes,Travel_Rarely,1180,Research & Development,29,1,Medical,282,Male,70,2,Healthcare Representative,1,Married,11354,7,Yes,19,3,17,2,3,1,0,0,0
29,No,Travel_Rarely,665,Research & Development,15,3,Life Sciences,346,Male,60,1,Research Scientist,4,Single,22673,1,No,19,3,6,1,3,6,5,1,5
40,No,Travel_Rarely,1416,Research & Development,2,2,Medical,352,Male,49,5,Research Director,3,Divorced,5949,0,No,19,3,22,5,3,21,7,3,9
55,No,Travel_Rarely,147,Research & Development,20,2,Technical Degree,389,Male,37,2,Laboratory Technician,4,Married,15972,3,Yes,19,3,12,4,3,10,7,0,8
41,No,Travel_Rarely,334,Sales,2,4,Life Sciences,410,Male,88,4,Manager,2,Single,15896,1,No,19,3,22,2,3,22,10,0,4
28,No,Travel_Rarely,1476,Research & Development,16,2,Medical,412,Male,68,2,Healthcare Representative,1,Single,4824,0,No,19,3,9,2,3,8,3,0,7
43,No,Travel_Frequently,185,Research & Development,10,4,Life Sciences,430,Female,33,1,Laboratory Technician,4,Single,10675,0,No,19,3,9,5,3,8,7,1,7
35,No,Travel_Rarely,755,Research & Development,9,4,Life Sciences,496,Male,97,2,Healthcare Representative,2,Single,19394,9,No,19,3,10,5,3,1,1,0,0
60,No,Travel_Frequently,1499,Sales,28,3,Marketing,573,Female,80,3,Sales Executive,1,Married,2845,4,No,19,3,22,5,4,18,13,13,11
46,No,Travel_Rarely,1125,Sales,10,3,Marketing,580,Female,94,3,Sales Executive,4,Married,11563,2,Yes,19,3,15,3,3,3,2,1,2
45,No,Travel_Rarely,561,Sales,2,3,Other,606,Male,61,2,Sales Executive,2,Married,16177,0,No,19,3,9,3,4,8,7,3,7
33,No,Travel_Rarely,922,Research & Development,1,5,Medical,612,Female,95,4,Research Director,3,Divorced,22578,4,No,19,3,10,2,3,6,1,0,5
38,No,Travel_Rarely,1495,Research & Development,10,3,Medical,634,Female,76,2,Healthcare Representative,3,Married,22174,3,No,19,3,18,4,3,1,0,0,0
53,No,Travel_Rarely,970,Research & Development,7,3,Life Sciences,730,Male,59,4,Research Director,3,Married,13514,3,No,19,3,32,3,3,5,1,1,3
27,No,Travel_Rarely,975,Research & Development,7,3,Medical,764,Female,55,2,Healthcare Representative,1,Single,23398,8,No,19,3,9,2,1,7,6,0,7
27,No,Travel_Frequently,829,Sales,8,1,Marketing,800,Male,84,2,Sales Executive,4,Married,24008,0,No,19,3,5,3,3,4,2,1,1
34,No,Travel_Rarely,829,Human Resources,3,2,Human Resources,847,Male,88,1,Human Resources,4,Married,2243,0,No,19,3,4,1,1,3,2,0,2
37,No,Travel_Rarely,342,Sales,16,4,Marketing,868,Male,66,2,Sales Executive,3,Divorced,24558,4,No,19,3,9,2,3,1,0,0,0
35,Yes,Travel_Frequently,130,Research & Development,25,4,Life Sciences,881,Female,96,1,Research Scientist,2,Divorced,16612,1,Yes,19,3,10,3,2,10,2,7,8
38,No,Travel_Rarely,395,Sales,9,3,Marketing,893,Male,98,1,Sales Representative,2,Married,12102,0,No,19,3,3,3,3,2,2,1,2
31,No,Travel_Rarely,1222,Research & Development,11,4,Life Sciences,895,Male,48,1,Research Scientist,4,Married,14871,3,Yes,19,3,8,2,3,6,4,0,2
29,Yes,Travel_Rarely,341,Sales,1,3,Medical,896,Female,48,1,Sales Representative,3,Divorced,23522,6,Yes,19,3,5,3,3,3,2,0,2
21,Yes,Travel_Rarely,1427,Research & Development,18,1,Other,923,Female,65,1,Research Scientist,4,Single,8870,1,No,19,3,1,3,2,1,0,0,0
22,Yes,Travel_Rarely,617,Research & Development,3,1,Life Sciences,926,Female,34,2,Manufacturing Director,3,Married,10022,0,Yes,19,3,4,3,4,3,2,0,2
38,No,Travel_Rarely,1495,Research & Development,4,2,Medical,1687,Female,87,1,Laboratory Technician,3,Married,26176,7,No,19,3,7,5,2,0,0,0,0
27,No,Travel_Rarely,618,Research & Development,4,3,Life Sciences,933,Female,76,1,Research Scientist,3,Single,17808,1,No,19,3,1,2,3,1,1,0,0
20,Yes,Travel_Rarely,129,Research & Development,4,3,Technical Degree,960,Male,84,1,Laboratory Technician,1,Single,13008,1,No,19,3,1,2,3,1,0,0,0
47,No,Travel_Frequently,1379,Research & Development,16,4,Medical,987,Male,64,2,Manufacturing Director,3,Divorced,6759,1,Yes,19,3,20,3,4,19,10,2,7
33,No,Non-Travel,1038,Sales,8,1,Life Sciences,1044,Female,88,1,Sales Representative,4,Single,21437,0,No,19,3,3,2,2,2,2,2,2
34,No,Travel_Rarely,1333,Sales,10,4,Life Sciences,1055,Female,87,1,Sales Representative,3,Married,18410,1,Yes,19,3,1,2,3,1,1,0,0
56,No,Travel_Frequently,1240,Research & Development,9,3,Medical,1071,Female,63,1,Research Scientist,3,Married,12154,2,No,19,3,18,4,3,5,4,0,3
27,No,Non-Travel,1277,Research & Development,8,5,Life Sciences,1094,Male,87,1,Laboratory Technician,3,Married,5869,1,No,19,3,3,4,3,3,2,1,2
52,No,Travel_Rarely,994,Research & Development,7,4,Life Sciences,1118,Male,87,3,Healthcare Representative,2,Single,15322,7,No,19,3,18,4,3,8,6,4,0
42,No,Travel_Rarely,188,Research & Development,29,3,Medical,1148,Male,56,2,Laboratory Technician,4,Single,9558,4,No,19,3,16,3,3,1,0,0,0
45,No,Travel_Rarely,1457,Research & Development,7,3,Medical,1195,Female,83,1,Research Scientist,3,Married,20100,4,Yes,19,3,7,2,2,3,2,0,2
30,No,Travel_Rarely,1329,Sales,29,4,Life Sciences,1211,Male,61,2,Sales Executive,1,Divorced,13192,8,No,19,3,8,3,3,4,3,0,3
31,No,Travel_Rarely,1062,Research & Development,24,3,Medical,1252,Female,96,2,Healthcare Representative,1,Single,17198,1,No,19,3,10,2,3,10,9,1,8
52,Yes,Travel_Rarely,1030,Sales,5,3,Life Sciences,1319,Male,64,3,Sales Executive,2,Single,21534,9,Yes,19,3,10,2,2,8,7,7,7
31,No,Non-Travel,587,Sales,2,4,Life Sciences,1324,Female,57,3,Sales Executive,3,Divorced,8935,1,Yes,19,3,10,5,2,10,8,9,6
54,No,Travel_Rarely,971,Research & Development,1,3,Medical,1422,Female,54,4,Research Director,4,Single,5652,6,No,19,3,29,3,2,20,7,12,7
47,No,Travel_Rarely,359,Research & Development,2,4,Medical,1443,Female,82,4,Research Director,3,Married,26703,3,No,19,3,26,2,4,20,17,5,6
35,No,Travel_Rarely,1029,Research & Development,16,3,Life Sciences,1529,Female,91,3,Healthcare Representative,2,Single,21195,1,No,19,3,11,3,1,11,8,3,3
35,No,Travel_Rarely,992,Research & Development,1,3,Medical,1564,Male,68,1,Laboratory Technician,1,Single,21731,1,No,19,3,3,3,3,3,0,1,2
29,No,Travel_Frequently,995,Research & Development,2,1,Life Sciences,1590,Male,87,2,Healthcare Representative,4,Divorced,24483,1,No,19,3,6,0,4,6,4,1,3
45,No,Travel_Rarely,1329,Research & Development,2,2,Other,1635,Female,59,2,Manufacturing Director,4,Divorced,5388,1,No,19,3,10,3,3,10,7,3,9
38,No,Travel_Rarely,397,Research & Development,2,2,Medical,1638,Female,54,3,Manufacturing Director,3,Married,14199,3,Yes,19,3,10,6,4,5,4,0,2
20,No,Travel_Rarely,1141,Sales,2,3,Medical,1657,Female,31,1,Sales Representative,3,Single,13251,1,No,19,3,2,3,3,2,2,2,2
49,No,Travel_Rarely,465,Research & Development,6,1,Life Sciences,1661,Female,41,4,Healthcare Representative,3,Married,11652,2,Yes,19,3,30,3,3,15,11,2,12
44,No,Travel_Rarely,921,Research & Development,2,3,Life Sciences,1703,Female,96,3,Healthcare Representative,4,Married,14810,1,Yes,19,3,9,2,3,8,7,6,7
41,No,Non-Travel,552,Human Resources,4,3,Human Resources,1722,Male,60,2,Human Resources,2,Married,20794,6,No,19,3,10,4,3,3,2,1,2
31,No,Travel_Rarely,1003,Sales,5,3,Technical Degree,1749,Male,51,2,Sales Executive,3,Married,20943,1,No,19,3,6,3,3,5,2,0,2
33,No,Travel_Rarely,867,Research & Development,8,4,Life Sciences,1798,Male,90,1,Research Scientist,1,Married,6076,6,No,19,3,14,1,3,10,8,7,6
27,No,Travel_Frequently,1131,Research & Development,15,3,Life Sciences,1870,Female,77,1,Research Scientist,1,Married,23844,0,No,19,3,8,2,2,7,6,7,3
28,No,Travel_Rarely,1172,Sales,3,3,Medical,1875,Female,78,1,Sales Representative,2,Married,3692,1,No,19,3,1,3,3,1,0,0,0
39,No,Non-Travel,1251,Sales,21,4,Life Sciences,1929,Female,32,2,Sales Executive,3,Married,3987,6,No,19,3,10,1,3,3,2,1,2
38,No,Travel_Rarely,1206,Research & Development,9,2,Life Sciences,1940,Male,71,1,Research Scientist,4,Divorced,14293,2,No,19,3,10,0,4,5,2,0,3
54,No,Travel_Rarely,157,Research & Development,10,3,Medical,1980,Female,77,2,Manufacturing Director,1,Single,25198,6,Yes,19,3,9,3,3,5,2,1,4
25,No,Travel_Rarely,977,Research & Development,2,1,Other,1992,Male,57,1,Laboratory Technician,3,Divorced,7298,6,Yes,19,3,7,2,2,2,2,0,2
31,No,Travel_Rarely,1154,Sales,2,2,Life Sciences,1996,Male,54,1,Sales Representative,3,Married,6393,0,No,19,3,3,1,3,2,2,1,2
32,Yes,Travel_Rarely,964,Sales,1,2,Life Sciences,1734,Male,34,2,Sales Executive,2,Single,12147,6,No,15,3,10,2,3,0,0,0,0
35,No,Travel_Rarely,1395,Research & Development,9,4,Medical,2008,Male,48,2,Research Scientist,3,Single,18698,1,No,19,3,10,5,3,10,7,0,8
40,No,Travel_Rarely,543,Research & Development,1,4,Life Sciences,2012,Male,83,1,Laboratory Technician,4,Married,4060,8,No,19,3,8,3,2,1,0,0,0
32,No,Travel_Rarely,801,Sales,1,4,Marketing,2016,Female,48,3,Sales Executive,4,Married,24032,1,No,19,3,14,3,3,14,10,5,7
23,Yes,Travel_Frequently,638,Sales,9,3,Marketing,2023,Male,33,1,Sales Representative,1,Married,26956,1,No,19,3,1,3,2,1,0,1,0
36,No,Travel_Rarely,557,Sales,3,3,Medical,2024,Female,94,3,Sales Executive,4,Married,12695,0,No,19,3,10,2,3,9,7,3,4
31,No,Non-Travel,325,Research & Development,5,3,Medical,2057,Male,74,2,Manufacturing Director,1,Single,3787,0,No,19,3,10,2,3,9,4,1,7
59,No,Travel_Rarely,1324,Research & Development,3,3,Medical,10,Female,81,1,Laboratory Technician,1,Married,9964,4,Yes,20,3,12,3,2,1,0,0,0
34,No,Non-Travel,1065,Sales,23,4,Marketing,60,Male,72,2,Sales Executive,3,Single,10034,0,No,20,3,10,2,3,9,5,8,7
51,No,Travel_Frequently,1456,Research & Development,1,4,Medical,145,Female,30,3,Healthcare Representative,1,Single,25796,3,No,20,3,23,1,2,13,12,12,8
36,No,Travel_Rarely,216,Research & Development,6,2,Medical,178,Male,84,2,Manufacturing Director,2,Divorced,2819,6,No,20,3,7,0,3,3,2,0,1
38,No,Travel_Rarely,364,Research & Development,3,5,Technical Degree,193,Female,32,2,Research Scientist,3,Single,2302,3,Yes,20,3,19,2,3,3,2,2,2
53,No,Travel_Rarely,1436,Sales,6,2,Marketing,205,Male,34,2,Sales Representative,3,Married,16047,2,Yes,20,3,13,3,1,7,7,4,5
58,No,Travel_Rarely,1145,Research & Development,9,3,Medical,214,Female,75,1,Research Scientist,2,Married,11873,4,Yes,20,3,9,3,2,1,0,0,0
32,No,Travel_Rarely,120,Research & Development,6,5,Life Sciences,231,Male,43,1,Research Scientist,3,Single,12430,3,No,20,3,8,2,3,5,4,1,4
33,Yes,Travel_Rarely,465,Research & Development,2,2,Life Sciences,328,Female,39,1,Laboratory Technician,1,Married,21509,7,No,20,3,13,3,4,9,7,1,7
32,No,Travel_Frequently,1311,Research & Development,7,3,Life Sciences,359,Male,100,1,Laboratory Technician,2,Married,26062,1,No,20,3,5,3,1,5,1,0,3
26,No,Travel_Frequently,1479,Research & Development,1,3,Life Sciences,384,Female,84,2,Manufacturing Director,2,Divorced,26767,1,No,20,3,6,6,1,6,5,1,4
33,Yes,Travel_Rarely,211,Sales,16,3,Life Sciences,1758,Female,74,3,Sales Executive,1,Single,10092,2,Yes,20,4,11,2,2,0,0,0,0
37,No,Travel_Rarely,921,Research & Development,10,3,Medical,486,Female,98,1,Laboratory Technician,1,Married,17663,6,No,20,3,17,3,3,5,4,0,3
43,No,Travel_Frequently,313,Research & Development,21,3,Medical,525,Male,61,1,Laboratory Technician,4,Married,15238,7,No,20,3,8,1,3,3,2,1,2
30,No,Travel_Rarely,317,Research & Development,2,3,Life Sciences,548,Female,43,2,Manufacturing Director,4,Single,24793,2,No,20,3,11,2,3,5,4,0,2
26,No,Travel_Rarely,703,Sales,28,2,Marketing,641,Male,66,2,Sales Executive,2,Married,7428,1,No,20,3,6,5,4,5,3,1,4
22,No,Travel_Rarely,604,Research & Development,6,1,Medical,675,Male,69,1,Research Scientist,3,Married,12145,0,No,20,3,3,3,3,2,2,2,2
30,No,Travel_Frequently,160,Research & Development,3,3,Medical,680,Female,71,1,Research Scientist,3,Divorced,22653,1,No,20,3,1,2,3,1,0,0,0
53,No,Travel_Rarely,238,Sales,1,1,Medical,682,Female,34,2,Sales Executive,1,Single,7507,7,No,20,3,18,2,4,14,7,8,10
38,No,Travel_Rarely,243,Sales,7,4,Marketing,709,Female,46,2,Sales Executive,4,Single,7791,0,No,20,3,8,2,3,7,7,0,5
27,No,Travel_Frequently,1410,Sales,3,1,Medical,714,Female,71,2,Sales Executive,4,Divorced,16673,1,Yes,20,3,6,3,3,6,5,0,4
40,No,Travel_Rarely,804,Research & Development,2,1,Medical,763,Female,86,1,Research Scientist,4,Single,22929,0,Yes,20,3,5,2,2,4,2,2,3
52,No,Travel_Rarely,1325,Research & Development,11,4,Life Sciences,813,Female,82,2,Laboratory Technician,3,Married,21821,8,No,20,3,9,3,3,5,2,1,4
28,No,Travel_Rarely,760,Sales,2,4,Marketing,846,Female,81,2,Sales Executive,2,Married,3698,1,Yes,20,3,8,2,3,8,7,7,5
35,No,Travel_Rarely,607,Research & Development,9,3,Life Sciences,880,Female,66,3,Manufacturing Director,3,Married,23457,1,Yes,20,3,17,2,3,17,14,5,15
32,No,Non-Travel,1184,Research & Development,1,3,Life Sciences,951,Female,70,1,Laboratory Technician,2,Married,3974,6,No,20,3,5,3,3,3,0,0,2
35,No,Travel_Rarely,802,Research & Development,10,3,Other,1028,Male,45,1,Laboratory Technician,4,Divorced,9541,1,No,20,3,3,4,2,3,2,1,2
40,No,Travel_Rarely,1492,Research & Development,20,4,Technical Degree,1092,Male,61,3,Healthcare Representative,4,Married,26542,4,No,20,3,14,6,3,11,10,11,1
26,Yes,Travel_Rarely,1330,Research & Development,21,3,Medical,1107,Male,37,1,Laboratory Technician,3,Divorced,19373,1,No,20,3,1,0,2,1,1,0,0
33,Yes,Travel_Rarely,1017,Research & Development,25,3,Medical,1108,Male,55,1,Research Scientist,2,Single,2993,4,Yes,20,3,5,0,3,2,2,2,2
36,No,Non-Travel,217,Research & Development,18,4,Life Sciences,1133,Male,78,2,Manufacturing Director,4,Single,23238,2,No,20,3,18,0,3,11,9,0,9
34,No,Travel_Rarely,1400,Sales,9,1,Life Sciences,1163,Female,70,2,Sales Executive,3,Married,5829,1,No,20,3,6,3,2,6,5,1,3
34,No,Travel_Frequently,669,Research & Development,1,3,Medical,1184,Male,97,2,Healthcare Representative,1,Single,25755,0,No,20,3,14,3,3,13,9,4,9
32,No,Travel_Frequently,116,Research & Development,13,3,Other,1234,Female,77,1,Laboratory Technician,2,Married,7331,1,No,20,3,2,2,3,2,2,2,2
26,No,Travel_Rarely,583,Research & Development,4,2,Life Sciences,1275,Male,53,1,Research Scientist,4,Single,9973,1,Yes,20,3,8,2,2,8,5,2,2
21,Yes,Travel_Frequently,251,Research & Development,10,2,Life Sciences,1279,Female,45,1,Laboratory Technician,3,Single,25308,1,No,20,3,2,2,1,2,2,2,2
27,No,Travel_Frequently,793,Sales,2,1,Life Sciences,1371,Male,43,2,Sales Executive,4,Single,20392,3,No,20,3,8,3,3,6,2,0,0
34,No,Non-Travel,999,Research & Development,26,1,Technical Degree,1374,Female,92,1,Research Scientist,3,Divorced,15891,1,No,20,3,5,2,3,5,4,0,0
40,No,Travel_Rarely,1202,Research & Development,2,1,Medical,1375,Female,89,2,Healthcare Representative,3,Divorced,13888,5,No,20,3,15,0,3,12,11,11,8
49,Yes,Travel_Frequently,1475,Research & Development,28,2,Life Sciences,1420,Male,97,2,Laboratory Technician,1,Single,22710,3,No,20,3,20,2,3,4,3,1,3
54,No,Travel_Frequently,1050,Research & Development,11,4,Medical,1520,Female,87,4,Manager,4,Divorced,24456,3,No,20,3,26,2,3,14,9,1,12
45,No,Travel_Rarely,950,Research & Development,28,3,Technical Degree,1546,Male,97,1,Research Scientist,4,Married,4585,4,No,20,3,8,3,3,5,4,0,3
36,No,Travel_Rarely,1040,Research & Development,3,2,Life Sciences,1664,Male,79,2,Healthcare Representative,1,Divorced,26308,6,No,20,3,13,3,3,5,4,0,4
42,No,Travel_Rarely,1128,Research & Development,13,3,Medical,1803,Male,95,2,Healthcare Representative,1,Married,5696,5,No,18,3,10,2,2,0,0,0,0
26,No,Non-Travel,786,Research & Development,7,3,Medical,1693,Male,76,1,Laboratory Technician,4,Single,11925,1,No,20,3,7,5,3,7,7,5,7
60,No,Travel_Rarely,370,Research & Development,1,4,Medical,1697,Male,92,3,Healthcare Representative,4,Divorced,20467,3,No,20,3,19,2,4,1,0,0,0
